Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|03/01/2024|Vente|210000,00|36||RUE|6455|TRACHEL|6000|NICE|06|88||LT|210||107||19||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|210000,00|36||RUE|6455|TRACHEL|6000|NICE|06|88||LT|210||107||19||||||||2|2|Appartement||52|2|||
|||||||000001|08/01/2024|Vente|349200,00|7||RUE|4705|PARADIS|6000|NICE|06|88||KT|118||31||||||||||1|2|Appartement||32|2|||
|||||||000001|15/01/2024|Vente|50000,00|21||RUE|0135|ALPHONSE KARR|6000|NICE|06|88||LA|288||30||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|155500,00|15||RUE|3470|JOSEPH FRICERO|6000|NICE|06|88||KW|210||13||||||||||1|2|Appartement||32|1|||
|||||||000001|05/01/2024|Vente|38000,00|122||BD|2755|GAMBETTA|6000|NICE|06|88||LT|421||259||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|145000,00|6|T|AV|2125|DURANTE|6000|NICE|06|88||LA|63||28||||||||||1|2|Appartement||26|1|||
|||||||000001|11/01/2024|Vente|38000,00|20||AV|6705|VILLEBOIS MAREUIL|6000|NICE|06|88||LR|8||47||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|425000,00|18||RUE|0094|ALEXIS MOSSA|6000|NICE|06|88||KW|172||13|54,28|15||||||||2|2|Appartement||53|2|||
|||||||000001|10/01/2024|Vente|265000,00|9||AV|2825|GENERAL ESTIENNE|6000|NICE|06|88||LK|34||105||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|265000,00|9||AV|2825|GENERAL ESTIENNE|6000|NICE|06|88||LK|34||111|76,76|||||||||1|2|Appartement||77|3|||
|||||||000001|10/01/2024|Vente|360035,00|16||RUE|6635|VERNIER|6000|NICE|06|88||LS|475||14|88,04|9||||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|360035,00|16||RUE|6635|VERNIER|6000|NICE|06|88||LS|475||14|88,04|9||||||||2|2|Appartement||85|5|||
|||||||000001|10/01/2024|Vente|1060000,00|44||RUE|1000|DE LA BUFFA|6000|NICE|06|88||KV|75||17||20||3|182,35|||||3|2|Appartement||196|6|||
|||||||000001|10/01/2024|Vente|1060000,00|44||RUE|1000|DE LA BUFFA|6000|NICE|06|88||KV|75||9||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|1060000,00|44||RUE|1000|DE LA BUFFA|6000|NICE|06|88||KV|75||17||20||3|182,35|||||3|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|149000,00|8||RUE|0825|BISCARRA|6000|NICE|06|88||LB|215||15||||||||||1|2|Appartement||15|1|||
|||||||000001|08/01/2024|Vente|164000,00|32||AV|2735|GALLIENI|6000|NICE|06|88||LE|239||1|70,47|||||||||1|4|Local industriel. commercial ou assimilé||61|0|||
|||||||000001|04/01/2024|Vente|238000,00|48||COR|2680|FRERE MARC|6000|NICE|06|88||LK|268||98||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|238000,00|48||COR|2680|FRERE MARC|6000|NICE|06|88||LK|268||10||||||||||1|2|Appartement||64|4|||
|||||||000001|04/01/2024|Vente|238000,00|50||COR|2680|FRERE MARC|6000|NICE|06|88||LK|325||12||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|238000,00|50||COR|2680|FRERE MARC|6000|NICE|06|88||LK|325||11||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|50000,00|17||AV|4915|PAULIANI|6000|NICE|06|88||LE|467||13||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|305000,00|11||RUE|0065|ALBERTI|6000|NICE|06|88||LC|142||110||||||||||1|2|Appartement||80|4|||
|||||||000001|10/01/2024|Vente|239000,00|28||RUE|3615|DE LEPANTE|6000|NICE|06|88||LB|68||21|59,84|||||||||1|2|Appartement||58|3|||
|||||||000001|05/01/2024|Vente|105000,00|23||RLE|5995|SAINTE CATHERINE|6000|NICE|06|88||MI|133||37||90||||||||2|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|105000,00|23||RLE|5995|SAINTE CATHERINE|6000|NICE|06|88||MI|133||37||90||||||||2|2|Appartement||22|1|||
|||||||000001|16/01/2024|Vente|330000,00|30||AV|2160|EDITH CAVELL|6000|NICE|06|88||LM|63||30||56|51,03|||||||2|2|Appartement||56|2|||
|||||||000001|09/01/2024|Vente en l'état futur d'achèvement|405000,00|||RUE|3115|GUSTAVE DELOYE|6000|NICE|06|88||LC|107||58||||||||||1||||||||
|||||||000001|09/01/2024|Vente|245000,00|36||AV|4880|PAUL ARENE|6000|NICE|06|88||MH|68||104|71,87|41||||||||2|4|Local industriel. commercial ou assimilé||72|0|||
|||||||000001|09/01/2024|Vente|245000,00|1||RUE|2703|GABRIEL HANOTAUX|6000|NICE|06|88||MH|68||129||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|226100,00|2|T|RUE|6275|SPITALIERI|6000|NICE|06|88||LB|257||113||||||||||1|2|Appartement||27|2|||
|||||||000001|17/01/2024|Vente|420000,00|9||RUE|4115|MASSENET|6000|NICE|06|88||KT|257||133||||||||||1|2|Appartement||59|2|||
|||||||000001|15/01/2024|Vente|549990,00|14||RUE|6620|VERDI|6000|NICE|06|88||KY|130||62||64||||||||2|2|Appartement||57|2|||
|||||||000001|11/01/2024|Vente|163000,00|5||RUE|1578|COL GASSIN|6000|NICE|06|88||HD|66||227||813||||||||2|2|Appartement||56|3|||
|||||||000001|11/01/2024|Vente|163000,00|5||RUE|1578|COL GASSIN|6000|NICE|06|88||HD|66||227||813||||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|26500,00|4|B|RUE|5895|SAINT PHILIPPE|6000|NICE|06|88||KW|252||82B|8,96|||||||||1|2|Appartement||9|1|||
|||||||000001|12/01/2024|Vente|274000,00|53||PROM|0240|DES ANGLAIS|6000|NICE|06|88||KW|282||118||41||||||||2|2|Appartement||38|1|||
|||||||000001|12/01/2024|Vente|274000,00|53||PROM|0240|DES ANGLAIS|6000|NICE|06|88||KW|282||118||41||||||||2|3|Dépendance||0|0|||
|||||||000001|18/01/2024|Vente|40000,00|41||RUE|3235|HEROLD|6000|NICE|06|88||KY|34||14||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|165000,00|7||IMP|5845|SAINT LAURENT|6000|NICE|06|88||MO|59||10||6||||||||2|2|Appartement||35|2|||
|||||||000001|18/01/2024|Vente|23000,00|1||AV|5370|RATTI|6000|NICE|06|88||LI|348||241||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|278200,00|36||RUE|1470|CLEMENT ROASSAL|6000|NICE|06|88||LT|114||15||7||||||||2|2|Appartement||52|2|||
|||||||000001|11/01/2024|Vente|75000,00|17||RUE|0715|DE BELGIQUE|6000|NICE|06|88||LA|106||106|14,19|||||||||1|2|Appartement||14|1|||
|||||||000001|04/01/2024|Vente|52500,00|21||BD|2630|FRANCOIS GROSSO|6000|NICE|06|88||KW|76||357||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|52500,00|37||BD|2630|FRANCOIS GROSSO|6000|NICE|06|88||KW|89||23||67||||||||2|2|Appartement||50|1|||
|||||||000001|09/01/2024|Vente|702000,00|3||AV|2160|EDITH CAVELL|6000|NICE|06|88||LM|39||10||40||||||||2|2|Appartement||108|4|||
|||||||000001|09/01/2024|Vente|702000,00|3||AV|2160|EDITH CAVELL|6000|NICE|06|88||LM|39||18||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|702000,00|3||AV|2160|EDITH CAVELL|6000|NICE|06|88||LM|39||10||40||||||||2|3|Dépendance||0|0|||
|||||||000001|16/01/2024|Vente|45000,00|5||RUE|1578|COL GASSIN|6000|NICE|06|88||HD|66||70||||||||||1|3|Dépendance||0|0|||
|||||||000001|16/01/2024|Vente|45000,00|5||RUE|1578|COL GASSIN|6000|NICE|06|88||HD|66||161||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|385000,00|45||BD|2755|GAMBETTA|6000|NICE|06|88||KX|127||20||53||||||||2|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|385000,00|45||BD|2755|GAMBETTA|6000|NICE|06|88||KX|127||20||53||||||||2|2|Appartement||87|3|||
|||||||000001|19/01/2024|Vente|119000,00|24||RUE|6455|TRACHEL|6000|NICE|06|88||LS|281||13||||||||||1|2|Appartement||24|2|||
|||||||000001|19/01/2024|Vente|119000,00|24||RUE|6455|TRACHEL|6000|NICE|06|88||LS|281||13||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|27000,00|1||RUE|1880|DEFLY|6000|NICE|06|88||LD|118||26||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|44000,00|31||RUE|1985|DE DIJON|6000|NICE|06|88||LT|8||44150||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|355000,00|24||RUE|2595|DE FRANCE|6000|NICE|06|88||KV|149||16||||||||||1|4|Local industriel. commercial ou assimilé||33|0|||
|||||||000001|11/01/2024|Vente|530000,00|5|B|AV|4275|MIRABEAU|6000|NICE|06|88||LS|144||28||30||41||||||3|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|530000,00|5|B|AV|4275|MIRABEAU|6000|NICE|06|88||LS|144||28||30||41||||||3|2|Appartement||85|5|||
|||||||000001|04/01/2024|Vente|451050,00|1||RUE|0825|BISCARRA|6000|NICE|06|88||LB|202||6||7||||||||2|4|Local industriel. commercial ou assimilé||35|0|||
|||||||000001|11/01/2024|Vente|510000,00|9||AV|0660|DES BAUMETTES|6000|NICE|06|88||KW|63||57||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|510000,00|9||AV|0660|DES BAUMETTES|6000|NICE|06|88||KW|63||57||||||||||1|2|Appartement||75|3|||
|||||||000001|04/01/2024|Vente|472640,00|5||RUE|3515|DE JUSSIEU|6000|NICE|06|88||MI|164||24|70,01|25||26||||||3|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|472640,00|5||RUE|3515|DE JUSSIEU|6000|NICE|06|88||MI|164||24|70,01|25||26||||||3|2|Appartement||67|3|||
|||||||000001|04/01/2024|Vente|472640,00|5||RUE|3515|DE JUSSIEU|6000|NICE|06|88||MI|164||24|70,01|25||26||||||3|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|472640,00|5||RUE|3515|DE JUSSIEU|6000|NICE|06|88||MI|164||24|70,01|25||26||||||3|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|350000,00|9037||CHE|5140|DES PINS|6000|NICE|06|88||LP|65||72||93||||||||2|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|350000,00|9037||CHE|5140|DES PINS|6000|NICE|06|88||LP|65||183||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|350000,00|9037||CHE|5140|DES PINS|6000|NICE|06|88||LP|65||72||93||||||||2|2|Appartement||55|2|||
|||||||000001|08/01/2024|Vente|84794,00|149||BD|3820|DE LA MADELEINE|6000|NICE|06|88||MS|96||121||27||||||||2|2|Appartement||57|3|||
|||||||000001|08/01/2024|Vente|84794,00|149||BD|3820|DE LA MADELEINE|6000|NICE|06|88||MS|96||121||27||||||||2|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|243480,00|7||AV|4880|PAUL ARENE|6000|NICE|06|88||MH|350||20||56||||||||2|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|243480,00|7||AV|4880|PAUL ARENE|6000|NICE|06|88||MH|350||20||56||||||||2|2|Appartement||42|2|||
|||||||000001|17/01/2024|Vente|282537,97|39||BD|6655|VICTOR HUGO|6000|NICE|06|88||KV|103||101||||||||||1|4|Local industriel. commercial ou assimilé||27|0|||
|||||||000001|17/01/2024|Vente|282537,97|37||BD|6655|VICTOR HUGO|6000|NICE|06|88||KV|103||103||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|112000,00|2||RUE|3312|JACQUES OFFENBACH|6000|NICE|06|88||LA|271||45||||||||||1|2|Appartement||24|1|||
|||||||000001|15/01/2024|Vente|330000,00|124||BD|2755|GAMBETTA|6000|NICE|06|88||LT|421||157||303||||||||2|2|Appartement||79|3|||
|||||||000001|15/01/2024|Vente|330000,00|124||BD|2755|GAMBETTA|6000|NICE|06|88||LT|421||157||303||||||||2|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|330000,00|124||BD|2755|GAMBETTA|6000|NICE|06|88||LT|421||405||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|48000,00|19||AV|4590|DES ORANGERS|6000|NICE|06|88||KW|153||179||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|171500,00|18||RUE|5225|DES POTIERS|6000|NICE|06|88||KW|310||25||59|33,85|||||||2|2|Appartement||35|1|||
|||||||000001|11/01/2024|Vente|171500,00|18||RUE|5225|DES POTIERS|6000|NICE|06|88||KW|310||25||59|33,85|||||||2|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|680000,00|32||BD|6655|VICTOR HUGO|6000|NICE|06|88||LA|401||105||115||||||||2|2|Appartement||79|3|||
|||||||000001|19/01/2024|Vente|680000,00|32||BD|6655|VICTOR HUGO|6000|NICE|06|88||LA|401||105||115||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|294500,00|96||AV|0325|DES ARENES DE CIMIEZ|6000|NICE|06|88||LI|287||351||369|49,91|||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|294500,00|96||AV|0325|DES ARENES DE CIMIEZ|6000|NICE|06|88||LI|287||319||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|294500,00|96||AV|0325|DES ARENES DE CIMIEZ|6000|NICE|06|88||LI|287||351||369|49,91|||||||2|2|Appartement||49|2|||
|||||||000001|03/01/2024|Vente|294500,00|96||AV|0325|DES ARENES DE CIMIEZ|6000|NICE|06|88||LI|287||351||369|49,91|||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|294500,00|96||AV|0325|DES ARENES DE CIMIEZ|6000|NICE|06|88||LI|287||351||369|49,91|||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|410000,00|20||PARC|3800|LUBONIS|6000|NICE|06|88||LM|13||261||292|76,64|||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|410000,00|20||PARC|3800|LUBONIS|6000|NICE|06|88||LM|13||361||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|410000,00|20||PARC|3800|LUBONIS|6000|NICE|06|88||LM|13||261||292|76,64|||||||2|2|Appartement||77|4|||
|||||||000001|08/01/2024|Vente|42000,00|31||RUE|1985|DE DIJON|6000|NICE|06|88||LT|8||78063||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|27000,00|25||RUE|6455|TRACHEL|6000|NICE|06|88||LT|206||4||||||||||1|3|Dépendance||0|0|||
|||||||000001|22/01/2024|Vente|400000,00|13||RUE|0925|BOTTERO|6000|NICE|06|88||KW|221||29|68,04|8||||||||2|3|Dépendance||0|0|||
|||||||000001|22/01/2024|Vente|400000,00|13||RUE|0925|BOTTERO|6000|NICE|06|88||KW|221||29|68,04|8||||||||2|2|Appartement||71|3|||
|||||||000001|19/01/2024|Vente|31000,00|122||BD|2755|GAMBETTA|6000|NICE|06|88||LT|421||356||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|106000,00|8||RUE|1005|CAFFARELLI|6000|NICE|06|88||KX|323||47|22,07|||||||||1|2|Appartement||23|1|||
|||||||000001|16/01/2024|Vente|115000,00|18||RUE|4790|DE PARIS|6000|NICE|06|88||LB|324||32|15,21|||||||||1|2|Appartement||16|1|||
|||||||000001|17/01/2024|Vente|107000,00|137||RUE|2595|DE FRANCE|6000|NICE|06|88||MO|168||48|11,40|||||||||1|2|Appartement||15|1|||
|||||||000001|16/01/2024|Vente|126000,00|137||RUE|2595|DE FRANCE|6000|NICE|06|88||MO|168||43||||||||||1|2|Appartement||36|1|||
|||||||000001|11/01/2024|Vente|494000,00|14||RUE|0150|ALSACE LORRAINE|6000|NICE|06|88||LA|107||28||||||||||1|2|Appartement||140|5|||
|||||||000001|11/01/2024|Vente|494000,00|14||RUE|0150|ALSACE LORRAINE|6000|NICE|06|88||LA|107||11||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|1290000,00|4||BD|1410|CIMIEZ|6000|NICE|06|88||LE|363||196|185,63|330||||||||2|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|1290000,00|4||BD|1410|CIMIEZ|6000|NICE|06|88||LE|363||196|185,63|330||||||||2|2|Appartement||179|4|||
|||||||000001|10/01/2024|Vente|263720,00|25||RUE|6620|VERDI|6000|NICE|06|88||KY|224||17|37,27|||||||||1|2|Appartement||36|2|||
|||||||000001|16/01/2024|Vente|400000,00|10||RUE|1785|CRONSTADT|6000|NICE|06|88||KV|34||24||64|82,14|||||||2|2|Appartement||90|3|||
|||||||000001|16/01/2024|Vente|400000,00|10||RUE|1785|CRONSTADT|6000|NICE|06|88||KV|34||24||64|82,14|||||||2|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|100000,00|20||RUE|1365|CHATEAUNEUF|6000|NICE|06|88||KX|16||48|22,66|||||||||1|2|Appartement||21|1|||
|||||||000001|10/01/2024|Vente|314000,00|10||RUE|0170|AMIRAL DE GRASSE|6000|NICE|06|88||KY|12||14|48,83|||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|314000,00|10||RUE|0170|AMIRAL DE GRASSE|6000|NICE|06|88||KY|12||14|48,83|||||||||1|2|Appartement||45|2|||
|||||||000001|10/01/2024|Vente|127560,00|62||BD|2755|GAMBETTA|6000|NICE|06|88||KY|1||10|26,91|||||||||1|2|Appartement||29|1|||
|||||||000001|11/01/2024|Vente|45000,00|19||RUE|4940|PENCHIENATTI|6000|NICE|06|88||LD|94||1||||||||||1|4|Local industriel. commercial ou assimilé||43|0|||
|||||||000001|09/01/2024|Vente|41900,00|99||BD|2755|GAMBETTA|6000|NICE|06|88||MH|213||17||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente en l'état futur d'achèvement|320000,00|4||AV|2071|DU DOMAINE DU PIOL|6000|NICE|06|88||ME|167||129||||||||||1||||||||
|||||||000001|10/01/2024|Vente en l'état futur d'achèvement|320000,00|4||AV|2071|DU DOMAINE DU PIOL|6000|NICE|06|88||ME|167||105||||||||||1||||||||
|||||||000001|16/01/2024|Vente|298000,00|310||BD|3820|DE LA MADELEINE|6000|NICE|06|88||CR|21||||||||||||0|3|Dépendance||0|0|S||237
|||||||000001|16/01/2024|Vente|298000,00|310||BD|3820|DE LA MADELEINE|6000|NICE|06|88||CR|21||||||||||||0|3|Dépendance||0|0|S||237
|||||||000001|16/01/2024|Vente|298000,00|310||BD|3820|DE LA MADELEINE|6000|NICE|06|88||CR|21||||||||||||0|2|Appartement||60|3|S||237
|||||||000001|16/01/2024|Vente|298000,00|310||BD|3820|DE LA MADELEINE|6000|NICE|06|88||CR|21||||||||||||0|2|Appartement||59|3|S||237
|||||||000001|16/01/2024|Vente|298000,00|310||BD|3820|DE LA MADELEINE|6000|NICE|06|88||CR|21||||||||||||0|3|Dépendance||0|0|S||237
|||||||000001|16/01/2024|Vente|298000,00|310||BD|3820|DE LA MADELEINE|6000|NICE|06|88||CR|21||||||||||||0|3|Dépendance||0|0|S||237
|||||||000001|18/01/2024|Vente|760000,00|40||RUE|6620|VERDI|6000|NICE|06|88||KY|175||18||28|140,26|53||||||3|2|Appartement||135|5|||
|||||||000001|18/01/2024|Vente|760000,00|40||RUE|6620|VERDI|6000|NICE|06|88||KY|175||18||28|140,26|53||||||3|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|35000,00|6||RUE|5085|PIERRE PIETRI|6000|NICE|06|88||LT|173||1228||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|75000,00|14||AV|6125|DE SAVOIE|6000|NICE|06|88||LH|241||5|26,03|||||||||1|2|Appartement||27|1|||
|||||||000001|15/01/2024|Vente|169000,00|8||AV|5286|DU PRINTEMPS|6000|NICE|06|88||LH|202||9|38,21|||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|169000,00|8||AV|5286|DU PRINTEMPS|6000|NICE|06|88||LH|202||9|38,21|||||||||1|2|Appartement||40|2|||
|||||||000001|16/01/2024|Vente|589500,00|90||RUE|2595|DE FRANCE|6000|NICE|06|88||KW|369||1006||1106|84,01|||||||2|3|Dépendance||0|0|||
|||||||000001|16/01/2024|Vente|589500,00|90||RUE|2595|DE FRANCE|6000|NICE|06|88||KW|369||1006||1106|84,01|||||||2|2|Appartement||83|3|||
|||||||000001|16/01/2024|Vente|589500,00|2||BD|2630|FRANCOIS GROSSO|6000|NICE|06|88||KW|370||12||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2024|Vente|580000,00|9||BD|2102|DUBOUCHAGE|6000|NICE|06|88||LD|26||11||26|76,67|39||||||3|3|Dépendance||0|0|||
|||||||000001|02/01/2024|Vente|580000,00|9||BD|2102|DUBOUCHAGE|6000|NICE|06|88||LD|26||11||26|76,67|39||||||3|2|Appartement||67|3|||
|||||||000001|08/01/2024|Vente|330000,00|18||AV|0425|AUBER|6000|NICE|06|88||KY|110||78|65,60|||||||||1|4|Local industriel. commercial ou assimilé||62|0|||
|||||||000001|18/01/2024|Vente|210000,00|2||BD|5345|RAIMBALDI|6000|NICE|06|88||LB|9||169|56,48|76||||||||2|2|Appartement||59|2|||
|||||||000001|18/01/2024|Vente|210000,00|2||BD|5345|RAIMBALDI|6000|NICE|06|88||LB|9||169|56,48|76||||||||2|3|Dépendance||0|0|||
|||||||000001|16/01/2024|Vente|848000,00|6||RUE|1835|DANTE|6000|NICE|06|88||KW|493||82|145,87|||||||||1|2|Appartement||150|5|||
|||||||000001|12/01/2024|Vente|3000,00|34||AV|2880|G CLEMENCEAU|6000|NICE|06|88||LA|30||2074||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|3000,00|34||AV|2880|G CLEMENCEAU|6000|NICE|06|88||LA|30||2074||||||||||1|2|Appartement||48|3|||
|||||||000001|02/01/2024|Vente|1290000,00|3||RUE|5495|DE RIVOLI|6000|NICE|06|88||KV|244||35|154,32|45|13,39|53||||||3|2|Appartement||143|6|||
|||||||000001|02/01/2024|Vente|1290000,00|3||RUE|5495|DE RIVOLI|6000|NICE|06|88||KV|244||35|154,32|45|13,39|53||||||3|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|124800,00|7||AV|1915|DESAMBROIS|6000|NICE|06|88||LB|166||135|15,67|||||||||1|3|Dépendance||0|0|||
