Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|13/05/2024|Vente|608000,00|8||AV|2850|GENERAL WEYGAND|6000|NICE|06|88||MH|296||631||708|82,40|||||||2|2|Appartement||79|3|||
|||||||000001|30/04/2024|Vente|181000,00|14||RUE|1000|DE LA BUFFA|6000|NICE|06|88||KV|121||146||||||||||1|4|Local industriel. commercial ou assimilé||75|0|||
|||||||000001|14/05/2024|Vente|155200,00|220||BD|3820|DE LA MADELEINE|6000|NICE|06|88||MS|38||56|44,50|||||||||1|2|Appartement||46|2|||
|||||||000001|30/04/2024|Vente|220000,00|1||AV|5418|REINE VICTORIA|6000|NICE|06|88||HB|292||32||||||||||1|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|220000,00|1||AV|5418|REINE VICTORIA|6000|NICE|06|88||HB|292||58||73||||||||2|2|Appartement||40|2|||
|||||||000001|30/04/2024|Vente|220000,00|1||AV|5418|REINE VICTORIA|6000|NICE|06|88||HB|292||58||73||||||||2|3|Dépendance||0|0|||
|||||||000001|24/04/2024|Vente|292640,00|29||RUE|3615|DE LEPANTE|6000|NICE|06|88||LB|497||16|71,38|21||||||||2|2|Appartement||70|3|||
|||||||000001|24/04/2024|Vente|292640,00|29||RUE|3615|DE LEPANTE|6000|NICE|06|88||LB|497||16|71,38|21||||||||2|3|Dépendance||0|0|||
|||||||000001|18/04/2024|Vente|207300,00|21||BD|5345|RAIMBALDI|6000|NICE|06|88||LB|358||35|46,01|||||||||1|2|Appartement||45|2|||
|||||||000001|22/04/2024|Vente|297000,00|27||RUE|0135|ALPHONSE KARR|6000|NICE|06|88||LA|293||22|60,03|||||||||1|2|Appartement||57|3|||
|||||||000001|26/04/2024|Vente|178000,00|5||RUE|5072|PIERRE GRILLI|6000|NICE|06|88||MH|218||26||||||||||1|2|Appartement||19|1|||
|||||||000001|26/04/2024|Vente|178000,00|5||RUE|5072|PIERRE GRILLI|6000|NICE|06|88||MH|218||26||||||||||1|3|Dépendance||0|0|||
|||||||000001|13/05/2024|Vente|450000,00|37|B|BD|1410|CIMIEZ|6000|NICE|06|88||LM|42||11||38||||||||2|3|Dépendance||0|0|||
|||||||000001|13/05/2024|Vente|450000,00|37|B|BD|1410|CIMIEZ|6000|NICE|06|88||LM|42||11||38||||||||2|2|Appartement||79|2|||
|||||||000001|29/04/2024|Vente|84772,00|8||RUE|1578|COL GASSIN|6000|NICE|06|88||HD|333||142|23,45|||||||||1|4|Local industriel. commercial ou assimilé||23|0|||
|||||||000001|26/04/2024|Vente|410000,00|44||RUE|1820|DABRAY|6000|NICE|06|88||LT|145||48|90,67|||||||||1|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|410000,00|44||RUE|1820|DABRAY|6000|NICE|06|88||LT|145||48|90,67|||||||||1|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|410000,00|44||RUE|1820|DABRAY|6000|NICE|06|88||LT|145||8||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|410000,00|44||RUE|1820|DABRAY|6000|NICE|06|88||LT|145||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|410000,00|44||RUE|1820|DABRAY|6000|NICE|06|88||LT|145||48|90,67|||||||||1|2|Appartement||93|4|||
|||||||000001|14/05/2024|Vente|61000,00|23||RUE|6455|TRACHEL|6000|NICE|06|88||KZ|3||21|33,85|4||||||||2|3|Dépendance||0|0|||
|||||||000001|14/05/2024|Vente|61000,00|23||RUE|6455|TRACHEL|6000|NICE|06|88||KZ|3||21|33,85|4||||||||2|2|Appartement||35|2|||
|||||||000001|03/05/2024|Vente|532000,00|9||RUE|4115|MASSENET|6000|NICE|06|88||KT|257||18||62||||||||2|3|Dépendance||0|0|||
|||||||000001|03/05/2024|Vente|532000,00|9||RUE|4115|MASSENET|6000|NICE|06|88||KT|257||18||62||||||||2|2|Appartement||55|2|||
|||||||000001|26/04/2024|Vente|478000,00|17||AV|2125|DURANTE|6000|NICE|06|88||LA|49||31||4|81,59|||||||2|2|Appartement||104|4|||
|||||||000001|26/04/2024|Vente|478000,00|17||AV|2125|DURANTE|6000|NICE|06|88||LA|49||31||4|81,59|||||||2|3|Dépendance||0|0|||
|||||||000001|13/05/2024|Vente|535000,00|1||AV|0660|DES BAUMETTES|6000|NICE|06|88||MO|155||19||81|79,24|||||||2|2|Appartement||77|3|||
|||||||000001|13/05/2024|Vente|535000,00|1||AV|0660|DES BAUMETTES|6000|NICE|06|88||MO|155||19||81|79,24|||||||2|3|Dépendance||0|0|||
|||||||000001|13/05/2024|Vente|535000,00|1||AV|0660|DES BAUMETTES|6000|NICE|06|88||MO|155||19||81|79,24|||||||2|3|Dépendance||0|0|||
|||||||000001|13/05/2024|Vente|210000,00|20||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KT|163||112||||||||||1|2|Appartement||25|1|||
|||||||000001|30/04/2024|Vente|200000,00|6||RUE|4115|MASSENET|6000|NICE|06|88||KT|368||370||||||||||1|2|Appartement||24|1|||
|||||||000001|03/05/2024|Vente|525000,00|120|B|BD|3820|DE LA MADELEINE|6000|NICE|06|88||ML|128||||||||||||0|2|Appartement||39|3|S||248
|||||||000001|03/05/2024|Vente|525000,00|120|B|BD|3820|DE LA MADELEINE|6000|NICE|06|88||ML|128||||||||||||0|2|Appartement||39|3|S||248
|||||||000001|26/04/2024|Vente|45000,00|30||BD|6655|VICTOR HUGO|6000|NICE|06|88||LA|401||52||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|625000,00|11||BD|2755|GAMBETTA|6000|NICE|06|88||KW|249||18||57||||||||2|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|625000,00|11||BD|2755|GAMBETTA|6000|NICE|06|88||KW|249||18||57||||||||2|2|Appartement||110|4|||
|||||||000001|29/04/2024|Vente|100000,00|30||RUE|1365|CHATEAUNEUF|6000|NICE|06|88||KX|9||41|26,54|||||||||1|2|Appartement||27|1|||
|||||||000001|24/04/2024|Vente|173000,00|63||PROM|0240|DES ANGLAIS|6000|NICE|06|88||MO|160||2||57||||||||2|3|Dépendance||0|0|||
|||||||000001|24/04/2024|Vente|173000,00|63||PROM|0240|DES ANGLAIS|6000|NICE|06|88||MO|160||2||57||||||||2|2|Appartement||35|1|||
|||||||000001|23/04/2024|Vente|164000,00|2||RUE|5040|PIERRE BARELLI|6000|NICE|06|88||HD|103||3||||||||||1|3|Dépendance||0|0|||
|||||||000001|23/04/2024|Vente|164000,00|2||RUE|5040|PIERRE BARELLI|6000|NICE|06|88||HD|103||47|42,03|||||||||1|2|Appartement||41|2|||
|||||||000001|26/04/2024|Vente|105000,00|5||RUE|1578|COL GASSIN|6000|NICE|06|88||HD|66||1031|27,10|84||||||||2|2|Appartement||27|1|||
|||||||000001|26/04/2024|Vente|105000,00|5||RUE|1578|COL GASSIN|6000|NICE|06|88||HD|66||1031|27,10|84||||||||2|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|180000,00|17||AV|2460|FLEURS|6000|NICE|06|88||KW|123||59||||||||||1|2|Appartement||28|1|||
|||||||000001|27/03/2024|Vente|450000,00|70||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MI|28||123||173|91,83|||||||2|3|Dépendance||0|0|||
|||||||000001|27/03/2024|Vente|450000,00|70||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MI|28||123||173|91,83|||||||2|3|Dépendance||0|0|||
|||||||000001|27/03/2024|Vente|450000,00|70||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MI|28||37||||||||||1|3|Dépendance||0|0|||
|||||||000001|27/03/2024|Vente|450000,00|70||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MI|28||123||173|91,83|||||||2|2|Appartement||85|4|||
|||||||000001|06/05/2024|Vente|318000,00|102||RUE|2595|DE FRANCE|6000|NICE|06|88||MO|348||22||81||||||||2|2|Appartement||55|2|||
|||||||000001|06/05/2024|Vente|318000,00|102||RUE|2595|DE FRANCE|6000|NICE|06|88||MO|348||22||81||||||||2|3|Dépendance||0|0|||
|||||||000001|29/04/2024|Vente|1140000,00|32||RUE|5600|ROSSINI|6000|NICE|06|88||KY|64||3||30||||||||2|3|Dépendance||0|0|||
|||||||000001|29/04/2024|Vente|1140000,00|32||RUE|5600|ROSSINI|6000|NICE|06|88||KY|64||3||30||||||||2|3|Dépendance||0|0|||
|||||||000001|29/04/2024|Vente|1140000,00|32||RUE|5600|ROSSINI|6000|NICE|06|88||KY|64||3||30||||||||2|2|Appartement||128|3|||
|||||||000001|25/04/2024|Vente|120000,00|2||RUE|1061|CANDIA|6000|NICE|06|88||MI|148||19||6||||||||2|2|Appartement||35|1|||
|||||||000001|26/04/2024|Vente|33000,00|70||AV|0295|DE L ARBRE INFERIEUR|6000|NICE|06|88||LI|385||2032||||||||||1|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|217000,00|24||RUE|1820|DABRAY|6000|NICE|06|88||LT|238||9||||||||||1|2|Appartement||58|4|||
|||||||000001|02/05/2024|Vente|245000,00|15||AV|6220|SHAKESPEARE|6000|NICE|06|88||KX|72||36||||||||||1|2|Appartement||38|2|||
|||||||000001|26/04/2024|Vente|116500,00|189||BD|3820|DE LA MADELEINE|6000|NICE|06|88||CR|77||3002||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|116500,00|189||BD|3820|DE LA MADELEINE|6000|NICE|06|88||CR|77||4003||||||||||1|4|Local industriel. commercial ou assimilé||78|0|||
|||||||000001|16/05/2024|Vente|50000,00|2||AV|5325|DU PUITS|6000|NICE|06|88||LM|5||32||||||||||1|3|Dépendance||0|0|||
|||||||000001|14/05/2024|Vente|52000,00|25||RUE|5600|ROSSINI|6000|NICE|06|88||LA|401||459||||||||||1|3|Dépendance||0|0|||
|||||||000001|18/04/2024|Vente|320000,00|4||AV|6395|THERESE|6000|NICE|06|88||HC|139||34||||||||||1|2|Appartement||52|2|||
|||||||000001|18/04/2024|Vente|320000,00|4||AV|6395|THERESE|6000|NICE|06|88||HC|139||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|29/04/2024|Vente|50000,00|131||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MD|298||269||||||||||1|3|Dépendance||0|0|||
|||||||000001|29/04/2024|Vente|50000,00|131||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MD|298||268||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|580000,00|6||RUE|6620|VERDI|6000|NICE|06|88||KY|121||22||||||||||1|4|Local industriel. commercial ou assimilé||72|0|||
|||||||000001|26/04/2024|Vente|580000,00|6||RUE|6620|VERDI|6000|NICE|06|88||KY|121||21||||||||||1|2|Appartement||88|3|||
|||||||000001|29/04/2024|Vente|330000,00|21||AV|1130|CARAVADOSSI|6000|NICE|06|88||LP|50||58|67,67|91||||||||2|2|Appartement||72|3|||
|||||||000001|29/04/2024|Vente|330000,00|21||AV|1130|CARAVADOSSI|6000|NICE|06|88||LP|50||58|67,67|91||||||||2|3|Dépendance||0|0|||
|||||||000001|29/04/2024|Vente|200000,00|13||RUE|4115|MASSENET|6000|NICE|06|88||KT|248||110||69||||||||2|3|Dépendance||0|0|||
|||||||000001|29/04/2024|Vente|200000,00|13||RUE|4115|MASSENET|6000|NICE|06|88||KT|248||110||69||||||||2|2|Appartement||32|1|||
|||||||000001|02/05/2024|Vente|395000,00|2||AV|0970|BROWN SEQUART|6000|NICE|06|88||LR|222||89||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/05/2024|Vente|395000,00|4||AV|0970|BROWN SEQUART|6000|NICE|06|88||LR|222||123||166||||||||2|3|Dépendance||0|0|||
|||||||000001|02/05/2024|Vente|395000,00|4||AV|0970|BROWN SEQUART|6000|NICE|06|88||LR|222||123||166||||||||2|2|Appartement||68|3|||
|||||||000001|02/05/2024|Vente|395000,00|4||AV|0970|BROWN SEQUART|6000|NICE|06|88||LR|222||123||166||||||||2|3|Dépendance||0|0|||
|||||||000001|03/05/2024|Vente|500000,00|45||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KV|98||146|46,45|||||||||1|4|Local industriel. commercial ou assimilé||47|0|||
|||||||000001|03/05/2024|Vente|500000,00|45||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KV|98||38||||||||||1|4|Local industriel. commercial ou assimilé||12|0|||
|||||||000001|03/05/2024|Vente|500000,00|45||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KV|98||36||||||||||1|4|Local industriel. commercial ou assimilé||12|0|||
|||||||000001|03/05/2024|Vente|500000,00|45||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KV|98||140|46,40|||||||||1|4|Local industriel. commercial ou assimilé||48|0|||
|||||||000001|03/05/2024|Vente|360000,00|45||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KV|98||151||||||||||1|4|Local industriel. commercial ou assimilé||68|0|||
|||||||000001|26/04/2024|Vente|371430,00|75||AV|2870|GEORGE 5|6000|NICE|06|88||LP|102||413||466||||||||2|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|371430,00|75||AV|2870|GEORGE 5|6000|NICE|06|88||LP|102||413||466||||||||2|2|Appartement||80|3|||
|||||||000001|26/04/2024|Vente|371430,00|75||AV|2870|GEORGE 5|6000|NICE|06|88||LP|102||1020||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|371430,00|75||AV|2870|GEORGE 5|6000|NICE|06|88||LP|102||413||466||||||||2|3|Dépendance||0|0|||
|||||||000001|29/04/2024|Vente|250000,00|29||RUE|2595|DE FRANCE|6000|NICE|06|88||KV|151||421||631||||||||2|2|Appartement||25|1|||
|||||||000001|29/04/2024|Vente|250000,00|29||RUE|2595|DE FRANCE|6000|NICE|06|88||KV|151||421||631||||||||2|3|Dépendance||0|0|||
|||||||000001|22/04/2024|Vente|423000,00|7||AV|4275|MIRABEAU|6000|NICE|06|88||LS|142||1||30||||||||2|2|Appartement||90|3|||
|||||||000001|22/04/2024|Vente|423000,00|7||AV|4275|MIRABEAU|6000|NICE|06|88||LS|142||1||30||||||||2|3|Dépendance||0|0|||
|||||||000001|14/05/2024|Vente|435000,00|79||RUE|2595|DE FRANCE|6000|NICE|06|88||KV|240||16||5||||||||2|3|Dépendance||0|0|||
|||||||000001|14/05/2024|Vente|435000,00|79||RUE|2595|DE FRANCE|6000|NICE|06|88||KV|240||16||5||||||||2|4|Local industriel. commercial ou assimilé||60|0|||
|||||||000001|14/05/2024|Vente|435000,00|79||RUE|2595|DE FRANCE|6000|NICE|06|88||KV|240||16||5||||||||2|2|Appartement||35|1|||
|||||||000001|29/04/2024|Vente|120000,00|128||BD|3820|DE LA MADELEINE|6000|NICE|06|88||ML|120||301||323||||||||2|3|Dépendance||0|0|||
|||||||000001|29/04/2024|Vente|120000,00|128||BD|3820|DE LA MADELEINE|6000|NICE|06|88||ML|120||301||323||||||||2|2|Appartement||35|1|||
|||||||000001|17/05/2024|Vente|305000,00|20||AV|0325|DES ARENES DE CIMIEZ|6000|NICE|06|88||LE|233||230|64,04|||||||||1|2|Appartement||61|3|||
|||||||000001|03/05/2024|Vente|600000,00|6||RUE|3090|GUIGLIA|6000|NICE|06|88||KY|216||17||||||||||1|2|Appartement||131|5|||
|||||||000001|03/05/2024|Vente|600000,00|6||RUE|3090|GUIGLIA|6000|NICE|06|88||KY|216||17||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/05/2024|Vente|161000,00|3|B|RUE|4705|PARADIS|6000|NICE|06|88||KT|116||16||||||||||1|2|Appartement||23|1|||
|||||||000001|07/03/2024|Vente|680000,00|65||BD|6655|VICTOR HUGO|6000|NICE|06|88||KV|7||13||26|94,23|||||||2|3|Dépendance||0|0|||
|||||||000001|07/03/2024|Vente|680000,00|65||BD|6655|VICTOR HUGO|6000|NICE|06|88||KV|7||13||26|94,23|||||||2|2|Appartement||99|3|||
|||||||000001|02/05/2024|Vente|136000,00|16||RUE|0790|BERLIOZ|6000|NICE|06|88||KY|312||17|17,62|||||||||1|2|Appartement||20|1|||
|||||||000001|23/04/2024|Vente|235000,00|17||RUE|2665|FREDERIC PASSY|6000|NICE|06|88||KX|95||26||84||||||||2|2|Appartement||61|3|||
|||||||000001|23/04/2024|Vente|235000,00|17||RUE|2665|FREDERIC PASSY|6000|NICE|06|88||KX|95||26||84||||||||2|3|Dépendance||0|0|||
|||||||000001|03/05/2024|Vente|20000,00|155||BD|3820|DE LA MADELEINE|6000|NICE|06|88||MS|91||65||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/05/2024|Vente|165000,00|91||BD|2755|GAMBETTA|6000|NICE|06|88||MH|220||30||69||||||||2|3|Dépendance||0|0|||
|||||||000001|02/05/2024|Vente|165000,00|91||BD|2755|GAMBETTA|6000|NICE|06|88||MH|220||30||69||||||||2|2|Appartement||43|2|||
|||||||000001|16/05/2024|Vente|20000,00|31||AV|4025|MARECHAL LYAUTEY|6000|NICE|06|88||LI|224||93||||||||||1|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|131000,00|13||AV|0280|ANTONIA AUGUSTA|6000|NICE|06|88||HD|203||431||455||||||||2|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|131000,00|13||AV|0280|ANTONIA AUGUSTA|6000|NICE|06|88||HD|203||431||455||||||||2|2|Appartement||47|2|||
|||||||000001|17/05/2024|Vente|675000,00|7||RUE|3035|GRIMALDI|6000|NICE|06|88||KT|140||120||69|103,12|||||||2|2|Appartement||100|3|||
|||||||000001|17/05/2024|Vente|675000,00|19||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KT|140||5||||||||||1|3|Dépendance||0|0|||
|||||||000001|17/05/2024|Vente|675000,00|7||RUE|3035|GRIMALDI|6000|NICE|06|88||KT|140||120||69|103,12|||||||2|3|Dépendance||0|0|||
|||||||000001|16/05/2024|Vente|469000,00|24||BD|5265|PRINCE DE GALLES|6000|NICE|06|88||HB|78||43||5||||||||2|2|Appartement||77|4|||
|||||||000001|16/05/2024|Vente|469000,00|24||BD|5265|PRINCE DE GALLES|6000|NICE|06|88||HB|78||43||5||||||||2|3|Dépendance||0|0|||
|||||||000001|17/05/2024|Vente|107500,00|38||BD|4840|PASTEUR|6000|NICE|06|88||HC|289||||||||||||0|3|Dépendance||0|0|AG|IMM|245
|||||||000001|15/05/2024|Vente|385000,00|39||BD|3475|JOSEPH GARNIER|6000|NICE|06|88||LT|73||13||26||||||||2|2|Appartement||83|4|||
|||||||000001|18/04/2024|Vente|145239,00|10||AV|2735|GALLIENI|6000|NICE|06|88||LE|213||24||||||||||1|2|Appartement||23|1|||
|||||||000001|13/05/2024|Vente|280000,00|10||RUE|1370|CHAUVAIN|6000|NICE|06|88||LC|135||16||||||||||1|2|Appartement||38|2|||
|||||||000001|29/04/2024|Vente|252500,00|34||RUE|1470|CLEMENT ROASSAL|6000|NICE|06|88||LT|113||14|61,09|41||||||||2|2|Appartement||60|3|||
|||||||000001|21/05/2024|Vente|115000,00|21||RUE|2615|FRANCOIS AUNE|6000|NICE|06|88||KX|51||2||40|22,70|||||||2|2|Appartement||20|1|||
|||||||000001|14/05/2024|Vente|309500,00|30||RUE|6635|VERNIER|6000|NICE|06|88||LT|170||10||28||||||||2|2|Appartement||65|4|||
|||||||000001|14/05/2024|Vente|309500,00|30||RUE|6635|VERNIER|6000|NICE|06|88||LT|170||10||28||||||||2|3|Dépendance||0|0|||
|||||||000002|03/05/2024|Vente|775000,00|49||AV|0660|DES BAUMETTES|6000|NICE|06|88||MO|48||5||||||||||1|2|Appartement||26|1|||
|||||||000002|03/05/2024|Vente|775000,00|49||AV|0660|DES BAUMETTES|6000|NICE|06|88||MO|48||3||||||||||1|2|Appartement||19|2|||
|||||||000002|03/05/2024|Vente|775000,00|49||AV|0660|DES BAUMETTES|6000|NICE|06|88||MO|48||1||2||4||||||3|2|Appartement||50|3|||
|||||||000002|03/05/2024|Vente|775000,00|49||AV|0660|DES BAUMETTES|6000|NICE|06|88||MO|48||1||2||4||||||3|3|Dépendance||0|0|||
|||||||000001|25/04/2024|Vente|228000,00|6||RUE|4895|PAUL DEROULEDE|6000|NICE|06|88||LA|220||23||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/04/2024|Vente|228000,00|6||RUE|4895|PAUL DEROULEDE|6000|NICE|06|88||LA|220||24||||||||||1|2|Appartement||54|3|||
|||||||000001|25/04/2024|Vente|185000,00|25||AV|4590|DES ORANGERS|6000|NICE|06|88||KW|156||4||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/04/2024|Vente|185000,00|25||AV|4590|DES ORANGERS|6000|NICE|06|88||KW|156||29||||||||||1|2|Appartement||24|1|||
|||||||000001|13/05/2024|Vente|400000,00|102||RUE|2595|DE FRANCE|6000|NICE|06|88||MO|348||108|70,57|3||||||||2|3|Dépendance||0|0|||
|||||||000001|13/05/2024|Vente|400000,00|102||RUE|2595|DE FRANCE|6000|NICE|06|88||MO|348||108|70,57|3||||||||2|2|Appartement||71|3|||
|||||||000001|23/04/2024|Vente|200000,00|44|B|RUE|2595|DE FRANCE|6000|NICE|06|88||KV|209||90||91||||||||2|3|Dépendance||0|0|||
|||||||000001|23/04/2024|Vente|200000,00|44|B|RUE|2595|DE FRANCE|6000|NICE|06|88||KV|209||90||91||||||||2|2|Appartement||34|3|||
|||||||000001|06/05/2024|Vente|310050,00|68||AV|2250|EMILE BIECKERT|6000|NICE|06|88||LE|9||10||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/05/2024|Vente|310050,00|68||AV|2250|EMILE BIECKERT|6000|NICE|06|88||LE|9||10||||||||||1|2|Appartement||63|3|||
|||||||000001|06/05/2024|Vente|530000,00|16||AV|4525|NOTRE DAME|6000|NICE|06|88||LB|102||23||||||||||1|2|Appartement||90|4|||
|||||||000001|02/05/2024|Vente|27500,00|41||BD|3820|DE LA MADELEINE|6000|NICE|06|88||MR|149||316||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/04/2024|Vente|440000,00|15||RUE|6620|VERDI|6000|NICE|06|88||KY|255||121||31||||||||2|2|Appartement||79|3|||
|||||||000001|25/04/2024|Vente|440000,00|15||RUE|6620|VERDI|6000|NICE|06|88||KY|255||121||31||||||||2|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|169000,00|18||RUE|4140|MAURICE MACCARIO|6000|NICE|06|88||HD|119||61||83||||||||2|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|169000,00|18||RUE|4140|MAURICE MACCARIO|6000|NICE|06|88||HD|119||206||||||||||1|3|Dépendance||0|0|||
|||||||000001|26/04/2024|Vente|169000,00|18||RUE|4140|MAURICE MACCARIO|6000|NICE|06|88||HD|119||61||83||||||||2|2|Appartement||70|3|||
|||||||000001|14/05/2024|Vente|117000,00|137||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MD|301||8||||||||||1|3|Dépendance||0|0|||
|||||||000001|14/05/2024|Vente|117000,00|137||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MD|301||42||||||||||1|2|Appartement||18|1|||
|||||||000001|17/05/2024|Vente|415366,00|8||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KT|394||454|46,14|||||||||1|3|Dépendance||0|0|||
|||||||000001|17/05/2024|Vente|415366,00|8||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KT|394||454|46,14|||||||||1|2|Appartement||45|2|||
|||||||000001|17/05/2024|Vente|415366,00|8||RUE|4020|DU MARECHAL JOFFRE|6000|NICE|06|88||KT|394||454|46,14|||||||||1|3|Dépendance||0|0|||
|||||||000001|25/04/2024|Vente|455000,00|8||BD|6655|VICTOR HUGO|6000|NICE|06|88||LA|426||140|91,90|||||||||1|2|Appartement||83|3|||
|||||||000001|25/04/2024|Vente|455000,00|8||BD|6655|VICTOR HUGO|6000|NICE|06|88||LA|426||140|91,90|||||||||1|3|Dépendance||0|0|||
|||||||000001|07/05/2024|Vente|319000,00|2||RUE|6441|DE LA TOUR DE MAGNAN|6000|NICE|06|88||MN|177||244|44,20|67||||||||2|3|Dépendance||0|0|||
|||||||000001|07/05/2024|Vente|319000,00|2||RUE|6441|DE LA TOUR DE MAGNAN|6000|NICE|06|88||MN|177||244|44,20|67||||||||2|2|Appartement||47|2|||
|||||||000001|06/05/2024|Vente|243664,00|3||PL|4105|MASSENA|6000|NICE|06|88||KT|70||97|33,32|||||||||1|2|Appartement||32|2|||
|||||||000001|15/05/2024|Vente|170000,00|3||RUE|0625|BARRALIS|6000|NICE|06|88||KV|186||6|40,84|||||||||1|2|Appartement||35|2|||
|||||||000001|15/05/2024|Vente|78028,00|8||RUE|1578|COL GASSIN|6000|NICE|06|88||HD|333||140||||||||||1|4|Local industriel. commercial ou assimilé||26|0|||
|||||||000001|13/05/2024|Vente|94000,00|145|B|RUE|2595|DE FRANCE|6000|NICE|06|88||MO|174||2||||||||||1|2|Appartement||16|1|||
|||||||000001|15/05/2024|Vente en l'état futur d'achèvement|522000,00|||RUE|5040|PIERRE BARELLI|6000|NICE|06|88||HD|93||83||||||||||1||||||||
|||||||000001|15/05/2024|Vente en l'état futur d'achèvement|522000,00|||RUE|5040|PIERRE BARELLI|6000|NICE|06|88||HD|93||84||||||||||1||||||||
|||||||000001|06/05/2024|Vente|225000,00|10||RUE|3515|DE JUSSIEU|6000|NICE|06|88||MI|165||40||55||||||||2|2|Appartement||54|2|||
|||||||000001|06/05/2024|Vente|225000,00|10||RUE|3515|DE JUSSIEU|6000|NICE|06|88||MI|165||40||55||||||||2|3|Dépendance||0|0|||
|||||||000001|06/05/2024|Vente|189980,00|30||RUE|2665|FREDERIC PASSY|6000|NICE|06|88||KX|83||14||||||||||1|2|Appartement||29|1|||
|||||||000001|06/05/2024|Vente|189980,00|30||RUE|2665|FREDERIC PASSY|6000|NICE|06|88||KX|83||14||||||||||1|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|1150000,00|3||AV|3695|LISERB|6000|NICE|06|88||HB|77||16||21||||||||2|2|Appartement||198|6|||
|||||||000001|30/04/2024|Vente|1150000,00|3||AV|3695|LISERB|6000|NICE|06|88||HB|77||16||21||||||||2|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|1150000,00|3||AV|3695|LISERB|6000|NICE|06|88||HB|77||28||29||||||||2|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|1150000,00|3||AV|3695|LISERB|6000|NICE|06|88||HB|77||21||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/05/2024|Vente|417000,00|10||RUE|3615|DE LEPANTE|6000|NICE|06|88||LB|125||5||||||||||1|2|Appartement||85|4|||
|||||||000001|30/04/2024|Vente|258000,00|43||BD|2102|DUBOUCHAGE|6000|NICE|06|88||LC|329||51||||||||||1|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|258000,00|43||BD|2102|DUBOUCHAGE|6000|NICE|06|88||LC|329||51||||||||||1|2|Appartement||33|1|||
