Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|05/01/2024|Vente|21500,00|88||BD|0600|CARNOT|6400|CANNES|06|29||DE|101||451||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|346000,00|202||BD|1960|LEADER|6400|CANNES|06|29||AY|1244||220|73,06|||||||||1|2|Appartement||73|3|||
|||||||000001|05/01/2024|Vente|346000,00|202||BD|1960|LEADER|6400|CANNES|06|29||AY|1244||204||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2024|Vente|195705,00|12||RUE|0290|DU BARRI|6400|CANNES|06|29||BP|122||2||||||||||1|2|Appartement||26|1|||
|||||||000001|09/01/2024|Vente|190000,00|5||RUE|2485|DE LA MEUSE|6400|CANNES|06|29||BM|19||58|28,78|||||||||1|2|Appartement||30|1|||
|||||||000001|09/01/2024|Vente|190000,00|5|A|RUE|2485|DE LA MEUSE|6400|CANNES|06|29||BM|19||9||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|79000,00|25||BD|2561|DES MIMOSAS|6400|CANNES|06|29||AY|39||104|23,52|105||106||107||||4|2|Appartement||18|1|||
|||||||000001|08/01/2024|Vente|576725,00|7||RUE|3380|RICORD LATY|6400|CANNES|06|29||CE|260||9|64,82|||||||||1|2|Appartement||63|3|||
|||||||000001|08/01/2024|Vente|576725,00|7||RUE|3380|RICORD LATY|6400|CANNES|06|29||CE|260||115||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|395000,00|11||RUE|0410|DE BERNIS|6400|CANNES|06|29||AX|108||108|66,46|85||||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|395000,00|11||RUE|0410|DE BERNIS|6400|CANNES|06|29||AX|108||18||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|395000,00|11||RUE|0410|DE BERNIS|6400|CANNES|06|29||AX|108||108|66,46|85||||||||2|2|Appartement||70|4|||
|||||||000001|09/01/2024|Vente|395000,00|11||RUE|0410|DE BERNIS|6400|CANNES|06|29||AX|108||108|66,46|85||||||||2|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|480000,00|11||AV|1730|JEAN DE NOAILLES|6400|CANNES|06|29||AW|349||105|71,53|||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|480000,00|11||AV|1730|JEAN DE NOAILLES|6400|CANNES|06|29||AW|349||106||202||||||||2|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|480000,00|11||AV|1730|JEAN DE NOAILLES|6400|CANNES|06|29||AW|349||107||||||||||1|2|Appartement||130|4|||
|||||||000001|05/01/2024|Vente|480000,00|11||AV|1730|JEAN DE NOAILLES|6400|CANNES|06|29||AW|349||107||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|480000,00|11||AV|1730|JEAN DE NOAILLES|6400|CANNES|06|29||AW|349||105|71,53|||||||||1|2|Appartement||97|3|||
|||||||000001|04/01/2024|Vente|85000,00|59||RUE|1480|GEORGES CLEMENCEAU|6400|CANNES|06|29||BR|30||47||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|253548,00|6||RUE|3940|TONY ALLARD|6400|CANNES|06|29||BV|269||32|27,38|||||||||1|2|Appartement||27|1|||
|||||||000001|10/01/2024|Vente|1000,00|1||RUE|3860|DE SUFFREN|6400|CANNES|06|29||CR|97||14||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|1000,00|1||RUE|3860|DE SUFFREN|6400|CANNES|06|29||CR|97||11||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|1000,00|1||RUE|3860|DE SUFFREN|6400|CANNES|06|29||CR|97||13||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|540000,00|81||RUE|1160|FELIX FAURE|6400|CANNES|06|29||BS|179||24|57,61|||||||||1|2|Appartement||38|3|||
|||||||000001|12/01/2024|Vente|215400,00|8||RUE|2450|MERLE|6400|CANNES|06|29||CP|68||69|26,32|||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|215400,00|8||RUE|2450|MERLE|6400|CANNES|06|29||CP|68||24||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|215400,00|8||RUE|2450|MERLE|6400|CANNES|06|29||CP|68||69|26,32|||||||||1|2|Appartement||26|1|||
|||||||000001|11/01/2024|Vente|800000,00|6||QUAI|3675|ST PIERRE|6400|CANNES|06|29||BP|220||29||||||||||1|2|Appartement||98|2|||
|||||||000001|08/01/2024|Vente|158000,00|23||BD|1190|DE LA FERRAGE|6400|CANNES|06|29||BS|98||3|24,89|||||||||1|2|Appartement||24|2|||
|||||||000001|04/01/2024|Vente|215000,00|37||AV|0790|COMMANDANT BRET|6400|CANNES|06|29||DH|277||279||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|215000,00|37||AV|0790|COMMANDANT BRET|6400|CANNES|06|29||DH|277||233|28,71|||||||||1|2|Appartement||28|1|||
|||||||000001|10/01/2024|Vente|602500,00|1||RUE|1635|HENRI RUHL|6400|CANNES|06|29||BX|21||39|44,34|||||||||1|2|Appartement||40|2|||
|||||||000001|10/01/2024|Vente|602500,00|1||RUE|1635|HENRI RUHL|6400|CANNES|06|29||BX|21||27||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|602500,00|1||RUE|1635|HENRI RUHL|6400|CANNES|06|29||BX|21||66||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|87500,00|84||RUE|2490|MEYNADIER|6400|CANNES|06|29||BS|274||27|48,75|||||||||1|2|Appartement||37|3|||
|||||||000001|08/01/2024|Vente|690000,00|34||AV|1680|ISOLA BELLA|6400|CANNES|06|29||CV|201||571|87,09|||||||||1|2|Appartement||102|3|||
|||||||000001|08/01/2024|Vente|690000,00|34||AV|1680|ISOLA BELLA|6400|CANNES|06|29||CV|201||536||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|690000,00|34||AV|1680|ISOLA BELLA|6400|CANNES|06|29||CV|201||1187||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|605400,00|5|B|BD|3581|SAINT GEORGES|6400|CANNES|06|29||CL|162||33||84|62,39|||||||2|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|605400,00|5|B|BD|3581|SAINT GEORGES|6400|CANNES|06|29||CL|162||33||84|62,39|||||||2|2|Appartement||74|2|||
|||||||000001|11/01/2024|Vente|605400,00|5|B|BD|3581|SAINT GEORGES|6400|CANNES|06|29||CL|162||33||84|62,39|||||||2|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|128000,00|4||RUE|3750|DU SERGENT BOBILLOT|6400|CANNES|06|29||CS|221||50|28,02|||||||||1|2|Appartement||28|1|||
|||||||000001|15/01/2024|Vente|251000,00|16||AV|3560|SAINT CHARLES|6400|CANNES|06|29||CN|12||162|40,74|||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|290000,00|1||AV|2680|MONTROSE|6400|CANNES|06|29||DH|251||134||149|62,72|||||||2|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|290000,00|1||AV|2680|MONTROSE|6400|CANNES|06|29||DH|251||134||149|62,72|||||||2|2|Appartement||67|3|||
|||||||000001|11/01/2024|Vente|420000,00|52||AV|2340|MARECHAL GALLIENI|6400|CANNES|06|29||CY|86||100||106||123|120,10|||||3|2|Appartement||129|5|||
|||||||000001|11/01/2024|Vente|420000,00|52||AV|2340|MARECHAL GALLIENI|6400|CANNES|06|29||CY|86||100||106||123|120,10|||||3|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|420000,00|52||AV|2340|MARECHAL GALLIENI|6400|CANNES|06|29||CY|86||100||106||123|120,10|||||3|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|970000,00|67||BD|0880|DE LA CROISETTE|6400|CANNES|06|29||BX|196||72||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|543000,00|11||AV|2940|PAUL GUIGOU|6400|CANNES|06|29||DI|153||636|97,17|637|97,17|638|97,17|639|97,17|||4|4|Local industriel. commercial ou assimilé||97|0|||
|||||||000001|15/01/2024|Vente|543000,00|11||AV|2940|PAUL GUIGOU|6400|CANNES|06|29||DI|153||30||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|543000,00|11||AV|2940|PAUL GUIGOU|6400|CANNES|06|29||DI|153||616||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|210000,00|2||AV|3730|SELVOSA|6400|CANNES|06|29||CV|201||970|37,30|||||||||1|2|Appartement||25|1|||
|||||||000001|15/01/2024|Vente|210000,00|2||AV|3730|SELVOSA|6400|CANNES|06|29||CV|201||914||||||||||1|3|Dépendance||0|0|||
|||||||000001|16/01/2024|Vente|67500,00|2||AV|3310|DE LA REINE ASTRID|6400|CANNES|06|29||BZ|175||39|8,18|||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|300000,00|25||BD|0040|ALEXANDRE 3|6400|CANNES|06|29||CH|227||15|81,70|16||||||||2|2|Appartement||70|3|||
|||||||000001|04/01/2024|Vente|300000,00|25||BD|0040|ALEXANDRE 3|6400|CANNES|06|29||CH|227||12||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|300000,00|25||BD|0040|ALEXANDRE 3|6400|CANNES|06|29||CH|227||11||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2024|Vente|130000,00|33||BD|0040|ALEXANDRE 3|6400|CANNES|06|29||CH|122||94|21,91|||||||||1|2|Appartement||24|1|||
|||||||000001|02/01/2024|Vente|130000,00|33||BD|0040|ALEXANDRE 3|6400|CANNES|06|29||CH|122||55||||||||||1|3|Dépendance||0|0|||
|||||||000001|17/01/2024|Vente|102000,00|60||RUE|1480|GEORGES CLEMENCEAU|6400|CANNES|06|29||BP|383||114|13,52|||||||||1|3|Dépendance||0|0|||
|||||||000001|17/01/2024|Vente|171415,00|89||BD|0600|CARNOT|6400|CANNES|06|29||BI|128||35||72|30,21|||||||2|3|Dépendance||0|0|||
|||||||000001|17/01/2024|Vente|171415,00|89||BD|0600|CARNOT|6400|CANNES|06|29||BI|128||35||72|30,21|||||||2|2|Appartement||32|1|||
|||||||000001|05/01/2024|Vente|200000,00|111||BD|0600|CARNOT|6400|CANNES|06|29||BH|56||58||65|34,87|||||||2|4|Local industriel. commercial ou assimilé||37|0|||
|||||||000001|05/01/2024|Vente|1760000,00|96||BD|0880|DE LA CROISETTE|6400|CANNES|06|29||BZ|67||145|104,02|65||||||||2|2|Appartement||107|3|||
|||||||000001|05/01/2024|Vente|1760000,00|96||BD|0880|DE LA CROISETTE|6400|CANNES|06|29||BZ|67||145|104,02|65||||||||2|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|370000,00|6||PL|1440|GAMBETTA|6400|CANNES|06|29||BV|111||14|78,51|||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|370000,00|4||PL|1440|GAMBETTA|6400|CANNES|06|29||BV|112||1||||||||||1|4|Local industriel. commercial ou assimilé||100|0|||
|||||||000001|15/01/2024|Vente|177470,00|15||BD|1190|DE LA FERRAGE|6400|CANNES|06|29||BS|389||389|22,63|||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|177470,00|15||BD|1190|DE LA FERRAGE|6400|CANNES|06|29||BS|389||389|22,63|||||||||1|2|Appartement||27|1|||
|||||||000001|10/01/2024|Vente|240000,00|14||ALL|2900|DU PARC SAINT JEAN|6400|CANNES|06|29||CN|248||17||31|46,42|||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|240000,00|14||ALL|2900|DU PARC SAINT JEAN|6400|CANNES|06|29||CN|248||17||31|46,42|||||||2|2|Appartement||46|2|||
|||||||000001|10/01/2024|Vente|240000,00|14||ALL|2900|DU PARC SAINT JEAN|6400|CANNES|06|29||CN|248||94||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|240000,00|14||ALL|2900|DU PARC SAINT JEAN|6400|CANNES|06|29||CN|248||17||31|46,42|||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|160000,00|20||BD|0100|D ALSACE|6400|CANNES|06|29||CR|137||29|28,22|||||||||1|2|Appartement||27|1|||
|||||||000001|18/01/2024|Vente|21000,00|62||BD|3350|DE LA REPUBLIQUE|6400|CANNES|06|29||CT|109||135||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|50000,00|49||AV|0901|DE LA CROIX DES GARDES|6400|CANNES|06|29||AP|350||144||247||||||||2|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|50000,00|49||AV|0901|DE LA CROIX DES GARDES|6400|CANNES|06|29||AP|350||80||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|50000,00|49||AV|0901|DE LA CROIX DES GARDES|6400|CANNES|06|29||AP|350||144||247||||||||2|2|Appartement||70|3|||
|||||||000001|12/01/2024|Vente|50000,00|49||AV|0901|DE LA CROIX DES GARDES|6400|CANNES|06|29||AP|350||144||247||||||||2|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|163420,00|75||AV|2347|DU MARECHAL JUIN|6400|CANNES|06|29||CM|110||150|33,90|22||||||||2|2|Appartement||35|1|||
|||||||000001|05/01/2024|Vente|163420,00|75||AV|2347|DU MARECHAL JUIN|6400|CANNES|06|29||CM|110||150|33,90|22||||||||2|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|163420,00|75||AV|2347|DU MARECHAL JUIN|6400|CANNES|06|29||CM|110||108||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|213000,00|6||RUE|1620|HENRI GERMAIN|6400|CANNES|06|29||CY|94||4|45,33|||||||||1|2|Appartement||48|2|||
|||||||000001|16/01/2024|Vente|20000,00|33||RUE|3870|DES SUISSES|6400|CANNES|06|29||AW|67||43||||||||||1|3|Dépendance||0|0|||
|||||||000001|16/01/2024|Vente|220000,00|35||RUE|3870|DES SUISSES|6400|CANNES|06|29||AW|176||9||||||||||1|3|Dépendance||0|0|||
|||||||000001|16/01/2024|Vente|220000,00|35||RUE|3870|DES SUISSES|6400|CANNES|06|29||AW|176||28|56,40|||||||||1|2|Appartement||55|3|||
|||||||000001|17/01/2024|Vente|123000,00|99||BD|0600|CARNOT|6400|CANNES|06|29||BH|82||51||87|52,39|||||||2|3|Dépendance||0|0|||
|||||||000001|17/01/2024|Vente|123000,00|99||BD|0600|CARNOT|6400|CANNES|06|29||BH|82||51||87|52,39|||||||2|2|Appartement||53|2|||
|||||||000001|17/01/2024|Vente|123000,00|7||AV|3920|DES TIGNES|6400|CANNES|06|29||BH|140||210||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|592000,00|45||AV|0520|DES BROUSSAILLES|6400|CANNES|06|29||BD|47||||||||||||0|2|Appartement||40|2|S||266
|||||||000001|15/01/2024|Vente|592000,00|45||AV|0520|DES BROUSSAILLES|6400|CANNES|06|29||BD|47||||||||||||0|2|Appartement||40|2|S||266
|||||||000001|15/01/2024|Vente|592000,00|45||AV|0520|DES BROUSSAILLES|6400|CANNES|06|29||BD|47||||||||||||0|2|Appartement||40|2|S||266
|||||||000001|15/01/2024|Vente|592000,00|45||AV|0520|DES BROUSSAILLES|6400|CANNES|06|29||BD|47||||||||||||0|4|Local industriel. commercial ou assimilé||65|0|S||266
|||||||000001|15/01/2024|Vente|592000,00|45||AV|0520|DES BROUSSAILLES|6400|CANNES|06|29||BD|47||||||||||||0|2|Appartement||30|1|S||266
|||||||000001|15/01/2024|Vente|592000,00|45||AV|0520|DES BROUSSAILLES|6400|CANNES|06|29||BD|47||||||||||||0|3|Dépendance||0|0|S||266
|||||||000001|15/01/2024|Vente|592000,00|45||AV|0520|DES BROUSSAILLES|6400|CANNES|06|29||BD|47||||||||||||0|2|Appartement||60|2|S||266
|||||||000001|15/01/2024|Vente|592000,00|45||AV|0520|DES BROUSSAILLES|6400|CANNES|06|29||BD|47||||||||||||0|2|Appartement||40|2|S||266
|||||||000001|08/01/2024|Vente|152000,00|5||IMP|0715|CIGALES|6400|CANNES|06|29||AZ|156||1045|49,04|||||||||1|2|Appartement||48|2|||
|||||||000001|10/01/2024|Vente|229000,00|7||PL|3825|STANISLAS|6400|CANNES|06|29||AW|55||107||||||||||1|2|Appartement||41|1|||
|||||||000001|19/01/2024|Vente|2190000,00|52||AV|3450|DU ROI ALBERT|6400|CANNES|06|29||CL|181||76||||||||||1|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|2190000,00|52||AV|3450|DU ROI ALBERT|6400|CANNES|06|29||CL|181||183|128,41|||||||||1|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|2190000,00|52||AV|3450|DU ROI ALBERT|6400|CANNES|06|29||CL|181||75||||||||||1|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|2190000,00|52||AV|3450|DU ROI ALBERT|6400|CANNES|06|29||CL|181||16||||||||||1|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|2190000,00|52||AV|3450|DU ROI ALBERT|6400|CANNES|06|29||CL|181||198|128,41|||||||||1|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|2190000,00|52||AV|3450|DU ROI ALBERT|6400|CANNES|06|29||CL|181||198|128,41|||||||||1|2|Appartement||102|3|||
|||||||000001|12/01/2024|Vente|179500,00|6||RUE|1180|FENELON|6400|CANNES|06|29||CI|16||52|23,88|||||||||1|2|Appartement||25|1|||
|||||||000001|12/01/2024|Vente|179500,00|6||RUE|1180|FENELON|6400|CANNES|06|29||CI|16||120||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|1278000,00|12||RUE|1610|HELENE VAGLIANO|6400|CANNES|06|29||BT|77||28|61,58|||||||||1|2|Appartement||65|3|||
|||||||000001|08/01/2024|Vente|1278000,00|12||RUE|1610|HELENE VAGLIANO|6400|CANNES|06|29||BT|77||29|60,01|||||||||1|2|Appartement||64|3|||
|||||||000001|08/01/2024|Vente|243000,00|91||RUE|1480|GEORGES CLEMENCEAU|6400|CANNES|06|29||BR|5||146|45,30|||||||||1|2|Appartement||47|3|||
|||||||000001|10/01/2024|Vente|1414500,00|77||BD|0880|DE LA CROISETTE|6400|CANNES|06|29||BX|87||8||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|1414500,00|77||BD|0880|DE LA CROISETTE|6400|CANNES|06|29||BX|87||90|62,16|||||||||1|2|Appartement||61|2|||
|||||||000001|10/01/2024|Vente|1414500,00|77||BD|0880|DE LA CROISETTE|6400|CANNES|06|29||BX|87||33||||||||||1|3|Dépendance||0|0|||
|||||||000001|22/01/2024|Vente en l'état futur d'achèvement|638000,00|14||CHE|3660|SAINT NICOLAS|6400|CANNES|06|29||CR|39||32||||||||||1||||||||
|||||||000001|22/01/2024|Vente en l'état futur d'achèvement|638000,00|14||CHE|3660|SAINT NICOLAS|6400|CANNES|06|29||CR|39||6||||||||||1||||||||
|||||||000001|22/01/2024|Vente|461905,00|1||ESC|3960|DE LA TOUR|6400|CANNES|06|29||BP|395||5||||||||||1|3|Dépendance||0|0|||
|||||||000001|22/01/2024|Vente|461905,00|1||ESC|3960|DE LA TOUR|6400|CANNES|06|29||BP|395||3|66,52|||||||||1|2|Appartement||60|3|||
|||||||000001|10/01/2024|Vente|530000,00|7||AV|2890|DU PARC MADRID|6400|CANNES|06|29||CH|94||53|67,44|||||||||1|2|Appartement||70|3|||
|||||||000001|10/01/2024|Vente|530000,00|7||AV|2890|DU PARC MADRID|6400|CANNES|06|29||CH|94||1||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|785500,00|11||AV|2890|DU PARC MADRID|6400|CANNES|06|29||CH|100||10||138||9|128,01|||||3|2|Appartement||129|5|||
|||||||000001|12/01/2024|Vente|785500,00|11||AV|2890|DU PARC MADRID|6400|CANNES|06|29||CH|100||173||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|785500,00|11||AV|2890|DU PARC MADRID|6400|CANNES|06|29||CH|100||10||138||9|128,01|||||3|3|Dépendance||0|0|||
|||||||000001|05/01/2024|Vente|130000,00|3||RUE|2060|DE LIEGE|6400|CANNES|06|29||BH|54||61|27,11|||||||||1|2|Appartement||26|1|||
|||||||000001|05/01/2024|Vente|130000,00|3||RUE|2060|DE LIEGE|6400|CANNES|06|29||BH|54||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|185000,00|48||RUE|1480|GEORGES CLEMENCEAU|6400|CANNES|06|29||BP|249||2|24,32|||||||||1|4|Local industriel. commercial ou assimilé||24|0|||
|||||||000001|09/01/2024|Vente|199000,00|30||RUE|2550|DE MIMONT|6400|CANNES|06|29||CP|45||59||83|52,78|||||||2|2|Appartement||50|2|||
|||||||000001|09/01/2024|Vente|199000,00|30||RUE|2550|DE MIMONT|6400|CANNES|06|29||CP|45||59||83|52,78|||||||2|3|Dépendance||0|0|||
|||||||000001|16/01/2024|Vente|86800,00|7||RUE|0460|BORNIOL|6400|CANNES|06|29||BO|82||7|23,08|||||||||1|2|Appartement||24|2|||
|||||||000001|22/01/2024|Vente|255000,00|5||AV|3600|SAINT JEAN|6400|CANNES|06|29||BL|45||6|70,19|||||||||1|2|Appartement||69|3|||
|||||||000001|10/01/2024|Vente|220000,00|23||BD|0040|ALEXANDRE 3|6400|CANNES|06|29||CH|61||7||9|22,66|||||||2|4|Local industriel. commercial ou assimilé||21|0|||
|||||||000001|17/01/2024|Vente|154770,00|2||RUE|3360|REYER|6400|CANNES|06|29||CY|78||109|29,53|||||||||1|2|Appartement||30|1|||
|||||||000001|19/01/2024|Vente|204000,00|3||AV|0981|DOC RAYMOND PICAUD|6400|CANNES|06|29||AW|138||92|41,68|||||||||1|2|Appartement||35|1|||
|||||||000001|23/01/2024|Vente|579183,60|3||RUE|0670|DU CHATAIGNIER|6400|CANNES|06|29||BL|204||206|14,00|||||||||1|3|Dépendance||0|0|||
|||||||000001|23/01/2024|Vente|579183,60|8||RUE|0670|DU CHATAIGNIER|6400|CANNES|06|29||BL|218||||||||||||0|1|Maison||80|3|S||47
|||||||000001|18/01/2024|Vente|318000,00|20||RUE|2290|MARCELLIN BERTHELOT|6400|CANNES|06|29||CT|73||7|69,32|||||||||1|2|Appartement||63|3|||
|||||||000001|23/01/2024|Vente|210000,00|89||AV|2030|DE LERINS|6400|CANNES|06|29||BZ|132||4|29,03|||||||||1|2|Appartement||27|1|||
|||||||000001|12/01/2024|Vente|537000,00|56||BD|0040|ALEXANDRE 3|6400|CANNES|06|29||CI|98||407||414|116,19|||||||2|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|537000,00|56||BD|0040|ALEXANDRE 3|6400|CANNES|06|29||CI|98||407||414|116,19|||||||2|2|Appartement||108|4|||
|||||||000001|09/01/2024|Vente|134740,00|60||BD|3000|DU PERIER|6400|CANNES|06|29||AY|496||127||213|33,68|||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2024|Vente|134740,00|60||BD|3000|DU PERIER|6400|CANNES|06|29||AY|496||127||213|33,68|||||||2|2|Appartement||30|1|||
|||||||000001|11/01/2024|Vente|207000,00|9||RUE|0327|BEAULIEU|6400|CANNES|06|29||BE|191||3|45,73|||||||||1|2|Appartement||42|1|||
|||||||000001|11/01/2024|Vente|207000,00|9||RUE|0327|BEAULIEU|6400|CANNES|06|29||BE|191||155||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/01/2024|Vente|20000,00|11||BD|3840|DE STRASBOURG|6400|CANNES|06|29||CO|141||24||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|260000,00|148||RUE|0170|D ANTIBES|6400|CANNES|06|29||BW|93||49||||||||||1|2|Appartement||37|2|||
|||||||000001|12/01/2024|Vente|550000,00|24||AV|4050|DE VALLAURIS|6400|CANNES|06|29||CT|158||5||||||||||1|3|Dépendance||0|0|||
|||||||000001|12/01/2024|Vente|550000,00|24||AV|4050|DE VALLAURIS|6400|CANNES|06|29||CT|158||11|68,47|14||15||||||3|2|Appartement||68|4|||
|||||||000001|12/01/2024|Vente|550000,00|24||AV|4050|DE VALLAURIS|6400|CANNES|06|29||CT|158||11|68,47|14||15||||||3|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|560000,00|46||BD|2660|MONTFLEURY|6400|CANNES|06|29||CV|234||732||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|560000,00|42||BD|2660|MONTFLEURY|6400|CANNES|06|29||CV|303||260||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|560000,00|42||BD|2660|MONTFLEURY|6400|CANNES|06|29||CV|303||247|65,19|||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2024|Vente|560000,00|42||BD|2660|MONTFLEURY|6400|CANNES|06|29||CV|303||247|65,19|||||||||1|2|Appartement||68|2|||
|||||||000001|11/01/2024|Vente|3241200,00|2||BD|0880|DE LA CROISETTE|6400|CANNES|06|29||BT|234||49||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/01/2024|Vente|3241200,00|2||BD|0880|DE LA CROISETTE|6400|CANNES|06|29||BT|234||31|186,37|||||||||1|2|Appartement||192|6|||
|||||||000001|15/01/2024|Vente|217000,00|2||RUE|4150|VICTOR COUSIN|6400|CANNES|06|29||BX|1||83|23,54|||||||||1|2|Appartement||23|1|||
|||||||000001|15/01/2024|Vente|217000,00|2||RUE|4150|VICTOR COUSIN|6400|CANNES|06|29||BX|1||83|23,54|||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|330000,00|12||RUE|3520|DE RUSSIE|6400|CANNES|06|29||CH|115||2||||||||||1|2|Appartement||70|3|||
|||||||000001|08/01/2024|Vente|330000,00|12||RUE|3520|DE RUSSIE|6400|CANNES|06|29||CH|115||13|44,10|||||||||1|2|Appartement||36|1|||
|||||||000001|08/01/2024|Vente|330000,00|12||RUE|3520|DE RUSSIE|6400|CANNES|06|29||CH|115||19||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|330000,00|12||RUE|3520|DE RUSSIE|6400|CANNES|06|29||CH|115||2||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|330000,00|12||RUE|3520|DE RUSSIE|6400|CANNES|06|29||CH|115||2||||||||||1|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|810000,00|6||RUE|2580|DE LA MISERICORDE|6400|CANNES|06|29||BP|34||4|120,75|||||||||1|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|810000,00|6||RUE|2580|DE LA MISERICORDE|6400|CANNES|06|29||BP|34||4|120,75|||||||||1|2|Appartement||50|2|||
|||||||000001|19/01/2024|Vente|810000,00|6||RUE|2580|DE LA MISERICORDE|6400|CANNES|06|29||BP|34||4|120,75|||||||||1|2|Appartement||50|2|||
